vus,tps,avg_ms,p50_ms,p90_ms,p95_ms,p99_ms,cpu_util_pct,disk_util_pct
10,226.47338505236755,43.022641959697125,null,47.1690934,47.609781,null,9.53,0.03
50,1110.9558941747837,43.048888346481114,null,47.241802299999996,47.697661249999996,null,11.54,0.02
100,2212.8408460114097,42.6957934050197,null,46.175913900000005,47.26415745,null,17.16,0.02
175,3404.2961642025457,46.48264581679305,null,51.863921,54.7699,null,28.00,0.02
250,3561.9533741442406,64.96745875770662,null,82.52918890000001,95.05327809999999,null,31.99,0.02
500,3640.750144055271,130.78540310774588,null,110.28674280000001,152.95692595,null,32.01,0.02
750,3620.4899871283537,197.21405341299214,null,322.0710079999999,959.5078700499992,null,31.87,0.02
1000,3361.2452438057376,269.42552551916333,null,929.3252128000006,1346.1814554999996,null,31.40,0.02
