Timestamp,Workload,Threads,Throughput,P95_Latency,Success_Count,Fail_Count
21:53:29,get_all,10,230.99,0.044817,4635,0
21:53:55,get_all,50,887.67,0.075201,17951,0
21:54:21,get_all,100,816.87,0.136638,17580,105
21:54:50,get_all,200,796.76,0.146543,19132,387
21:55:20,get_all,250,787.90,0.151891,19813,565
21:56:05,get_all,500,679.76,0.218729,26739,2037
