vus,tps,avg_ms,p50_ms,p90_ms,p95_ms,p99_ms,cpu_util_pct,disk_util_pct
10,231.26842289158097,43.0832508887687,null,44.6986201,45.04341145,null,0.71,0.08
50,1147.2545149338,43.388708069813035,null,45.3559929,47.786556,null,1.05,0.07
100,2243.966138827537,43.4350919857443,null,45.0300026,47.8642234,null,1.14,0.08
175,3895.1109391485406,43.62617032344044,null,47.038616000000005,48.1491524,null,1.67,0.07
250,5456.129636744444,43.90712657769927,null,47.934105,48.6747535,null,3.05,0.07
